TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
KR2b0003 前漢紀-漢-荀悅	10	0.8	99850	59751	宗伐鬼方三年克之小人	宗伐鬼方三年克之以盛
KR2b0003 前漢紀-漢-荀悅	12	0.8333333333333334	102374	16432	此天下中四方入貢道里均我	此天下中四方納貢職道里均
KR2b0003 前漢紀-漢-荀悅	16	0.8125	105653	125836	至止肅肅相維辟公天子穆穆於薦廣牡	至止肅肅相維辟公天子穆穆諸臣和於
KR2b0003 前漢紀-漢-荀悅	10	0.8	108182	27662	少師少傅少保曰三孤貳	少師少傅少保是爲三孤
KR2b0003 前漢紀-漢-荀悅	20	0.95	115844	140274	墨罪五百劓罪五百宫罪五百刖罪五百殺罪五百	墨罪五百劓罪五百宫罪五百剕罪五百殺罪五百
KR2b0003 前漢紀-漢-荀悅	10	0.8	121819	138504	懷保小民惠鮮鰥寡自朝	懷保小民惠鮮鰥寡未有
KR2b0003 前漢紀-漢-荀悅	10	0.8	134055	41700	之一夫一婦受田百畝夏	之一夫一婦受私田百畆
KR2b0003 前漢紀-漢-荀悅	11	0.8181818181818182	135008	42642	屬屬有長十國以為連連有	屬屬有長十國爲連連有率
KR2b0003 前漢紀-漢-荀悅	12	0.8333333333333334	135027	42659	有正二百一十國以為州州有	有正二百一十國爲州州有牧
KR2b0003 前漢紀-漢-荀悅	10	0.8	137794	42261	三載考績三考乃黜陟幽	三載考績三考黜陟九年
KR2b0003 前漢紀-漢-荀悅	11	0.9090909090909091	137794	138396	三載考績三考乃黜陟幽明	三載考績三考黜陟幽明未
KR2b0003 前漢紀-漢-荀悅	12	0.9166666666666666	149184	166317	天子七日而殯諸侯五日大夫	天子七日而殯諸侯五大夫三
KR2b0003 前漢紀-漢-荀悅	17	0.8235294117647058	150499	166329	天子七月而葬諸侯五月大夫士庶人三月	天子七月而葬諸侯五月大夫三月此喪事
KR2b0003 前漢紀-漢-荀悅	10	0.8	158251	136486	器用陶匏以象天地之性	器用陶匏皆因天地之性
KR2b0003 前漢紀-漢-荀悅	10	0.9	159660	130066	王者禘其祖之所自出時	王者禘其祖之所自出而
KR2b0003 前漢紀-漢-荀悅	10	0.8	159945	129642	能饗帝孝子為能饗親三	能饗帝孝子爲能饗親立
KR2b0003 前漢紀-漢-荀悅	12	0.8333333333333334	163640	26398	禮節民心樂和民聲仁以愛之	禮節民心樂和民聲政以行之
KR2b0003 前漢紀-漢-荀悅	21	0.8571428571428571	163824	26567	知禮樂之情者能作識禮樂之文者能述樂者天地之	知禮樂之情者能作識禮樂之文者能述作者謂之聖
KR2b0003 前漢紀-漢-荀悅	11	0.8181818181818182	164607	26830	故先王制雅頌之聲以道之	故先王制雅頌之聲本之情
KR2b0003 前漢紀-漢-荀悅	37	0.972972972972973	170363	140316	墨罰之屬千劓罰之屬千剕罰之屬五百宫罰之屬三百大辟之罰其屬二百五刑之屬三千上	墨罰之屬千劓罰之屬千剕罰之屬五百宫罰之屬三百大辟之罰其屬二百凡五刑之屬三千
KR2b0003 前漢紀-漢-荀悅	10	0.8	171836	126619	我心匪石不可轉也石雖	我心匪石不可轉也言守
KR2b0003 前漢紀-漢-荀悅	14	0.8571428571428571	172003	129866	可小康惠此中國以綏四方無縱詭	可小康惠此中國以綏四方初陵無
KR2b0003 前漢紀-漢-荀悅	13	0.8461538461538461	172054	129861	民亦勞止汔可小休惠此中國以	民亦勞止訖可小康惠此中國以
KR2b0003 前漢紀-漢-荀悅	10	0.8	172101	129861	民亦勞止汔可小息惠此	民亦勞止訖可小康惠此
KR2b0003 前漢紀-漢-荀悅	12	0.8333333333333334	172199	129861	民亦勞止汔可小安惠此中國	民亦勞止訖可小康惠此中國
KR2b0003 前漢紀-漢-荀悅	10	0.8	174641	37696	匪言不能胡斯畏忌維此	匪言不能胡斯畏忌聽言
KR2b0003 前漢紀-漢-荀悅	15	0.9333333333333333	178364	132347	吉甫燕喜既多受祉來歸自鎬我行永	吉甫燕喜旣多受祉來歸自鎬我行永
KR2b0003 前漢紀-漢-荀悅	16	0.9375	178690	132287	如霆如雷顯允方叔征伐獫狁蠻荆來威	如霆如雷顯允方叔征伐玁狁蠻荆來威
KR2b0003 前漢紀-漢-荀悅	10	0.8	179468	111546	爰及矜人哀此鰥寡鴻鴈	爰及矜人哀此鰥寡上惠
KR2b0003 前漢紀-漢-荀悅	13	1.0	182230	126067	霜我心憂傷民之訛言亦孔之將	霜我心憂傷民之訛言亦孔之將
KR2b0003 前漢紀-漢-荀悅	10	0.8	182798	129500	今此下民亦孔之哀日月	今此下民亦孔之哀自今
KR2b0003 前漢紀-漢-荀悅	12	0.9166666666666666	182810	30877	不用其行四國無政不用其良	不用其行四國無政曷用其良
KR2b0003 前漢紀-漢-荀悅	12	0.9166666666666666	183017	125970	從事不敢告勞無罪無辜讒口	從事不敢告勞無罪無辜䜛口
KR2b0003 前漢紀-漢-荀悅	20	1.0	183540	125922	亦孔之哀謀之其臧則具是違謀之不臧則具是依	亦孔之哀謀之其臧則具是違謀之不臧則具是依
KR2b0003 前漢紀-漢-荀悅	10	1.0	187408	41988	婦子饁彼南畆田畯至喜	婦子饁彼南畆田畯至喜
KR2b0003 前漢紀-漢-荀悅	10	0.8	187639	111560	雨我公田遂及我私彼有	雨我公田遂及我私下惠
KR2b0003 前漢紀-漢-荀悅	10	0.9	187676	41988	婦子饁彼南畝田畯至喜	婦子饁彼南畆田畯至喜
KR2b0003 前漢紀-漢-荀悅	10	0.8	190567	125891	民之無良相怨一方受爵	民之無良相怨一方衆小
KR2b0003 前漢紀-漢-荀悅	12	0.8333333333333334	196798	162092	天子建國諸侯立家大夫有貳	天子建國諸侯立家自卿大夫
KR2b0003 前漢紀-漢-荀悅	10	0.8	199097	18188	天無二日土無二王家無	天無二日土無二王皇帝
KR2b0003 前漢紀-漢-荀悅	10	0.8	204042	42630	狩皆於農隙以講事也三	狩皆於農隙以講事焉五
KR2b0003 前漢紀-漢-荀悅	10	0.8	211989	92842	月壬辰朔日有食之既榖	月壬辰朔日有食之四年
KR2b0003 前漢紀-漢-荀悅	11	0.8181818181818182	227521	53306	之三年冬十有一月魯侯將	之三年冬十有一月罷諸侯
KR2b0003 前漢紀-漢-荀悅	10	0.8	232681	126153	星不見夜中星隕如雨五	星不見夜中星殞如雨者
KR2b0003 前漢紀-漢-荀悅	10	0.8	232918	126153	星不見夜中星隕如雨恒	星不見夜中星殞如雨者
KR2b0003 前漢紀-漢-荀悅	21	0.8571428571428571	236820	44262	不可用以其將與敵將不知兵以其主與敵人主不務	不可用以其將與敵也將不知兵以其主與敵也君不
KR2b0003 前漢紀-漢-荀悅	15	1.0	238754	102252	公主使男事女夫屈於婦逆隂陽之位	公主使男事女夫屈於婦逆隂陽之位
KR2b0003 前漢紀-漢-荀悅	13	1.0	242197	56206	出境有可以安社稷利國家則專	出境有可以安社稷利國家則專
KR2b0003 前漢紀-漢-荀悅	10	0.9	242199	77502	有可以安社稷利國家則	有可以安社稷利國家存
KR2b0003 前漢紀-漢-荀悅	15	0.8666666666666667	244118	2283	御龍氏在商為豕韋氏在周為唐杜氏	御龍氏在商爲豕韋氏在周爲唐杜氏
KR2b0003 前漢紀-漢-荀悅	10	0.8	245825	118127	夏四月辛未朔日有食之	夏四月辛丑朔日有蝕之
KR2b0003 前漢紀-漢-荀悅	10	0.8	245971	46808	月辛未朔日有食之鼓用	月辛未朔日有食之夏六
KR2b0003 前漢紀-漢-荀悅	10	0.8	246499	114657	冬十有二月癸亥朔日有	冬十有二月乙酉朔日有
KR2b0003 前漢紀-漢-荀悅	10	0.9	254884	110344	雖有智者亦不能善其後	雖有智者不能善其後事
KR2b0003 前漢紀-漢-荀悅	11	1.0	258677	62137	不謀其利明其道不計其功	不謀其利明其道不計其功
KR2b0003 前漢紀-漢-荀悅	10	0.8	264476	125840	相維辟公天子穆穆周公	相維辟公天子穆穆諸臣
KR2b0003 前漢紀-漢-荀悅	10	0.9	270828	29558	夏五月日有食之秋七月	夏五月日有食之秋八月
KR2b0003 前漢紀-漢-荀悅	11	0.9090909090909091	270931	166305	天子七廟諸侯五大夫三士	天子七廟諸侯五廟大夫三
KR2b0003 前漢紀-漢-荀悅	11	1.0	287743	166532	則祀之以勞定國則祀之能	則祀之以勞定國則祀之能
KR2b0003 前漢紀-漢-荀悅	10	0.8	287757	166539	則祀之能扞大患則祀之	則祀之能救民患則祀之
KR2b0003 前漢紀-漢-荀悅	10	0.8	290961	101215	二月癸亥日有食之春二	二月癸亥晦日有蝕之二
KR2b0003 前漢紀-漢-荀悅	14	0.9285714285714286	292903	18335	禹不先鯀湯不先契文武不先不窋	禹不先鯀湯不先契文王不先不窋
KR2b0003 前漢紀-漢-荀悅	13	0.8461538461538461	294770	106129	争恨小故不忍忿怒者謂之忿兵	争恨小故不勝憤怒者謂之忿兵
KR2b0003 前漢紀-漢-荀悅	10	0.9	305954	118127	夏四月辛丑朔日有食之	夏四月辛丑朔日有蝕之
KR2b0003 前漢紀-漢-荀悅	11	0.9090909090909091	316681	106260	軍旅之後必有凶年言民以	軍旅之後必有㐫年言民以
KR2b0003 前漢紀-漢-荀悅	10	0.9	319304	26362	之禮廢則君臣之位失諸	之禮廢則君臣之位失而
KR2b0003 前漢紀-漢-荀悅	10	0.9	320234	62233	春二月丙辰日有食之己	春二月丙辰晦日有食之
KR2b0003 前漢紀-漢-荀悅	10	0.8	320865	46426	夏四月丙辰日有食之己	夏四月丙寅晦日有食之
KR2b0003 前漢紀-漢-荀悅	10	0.8	328110	62141	明其道不計其功故褒貶	明其道不計其功是故仲
KR2b0003 前漢紀-漢-荀悅	10	0.9	329090	111559	曰雨我公田遂及我私惟	曰雨我公田遂及我私下
KR2b0003 前漢紀-漢-荀悅	10	0.8	329344	42269	九年耕餘三年之食雖有	九年耕餘三年之食進業
KR2b0003 前漢紀-漢-荀悅	13	0.8461538461538461	330157	26306	婚姻之禮廢則夫婦之道苦淫辟	婚姻之禮廢則夫婦之道缺而淫
KR2b0003 前漢紀-漢-荀悅	10	0.8	333509	51047	器與名不可以假人衛孫	器與名不可以假人人君
KR2b0003 前漢紀-漢-荀悅	14	0.8571428571428571	337157	166329	天子七月諸侯五月大夫三月士踰	天子七月而葬諸侯五月大夫三月
KR2b0003 前漢紀-漢-荀悅	12	0.8333333333333334	338402	26311	則夫婦之道苦淫僻之罪多矣	則夫婦之道缺而淫僻之罪多
KR2b0003 前漢紀-漢-荀悅	11	0.8181818181818182	339375	166373	二昭二穆與太祖而五者諸	二昭二穆與太祖之廟而五
KR2b0003 前漢紀-漢-荀悅	10	0.9	347743	46426	夏四月丙寅朔日有食之	夏四月丙寅晦日有食之
KR2b0003 前漢紀-漢-荀悅	10	0.8	350231	169600	月丁巳朔日有食之邾子	月丁巳朔日有食之赦天
KR2b0003 前漢紀-漢-荀悅	10	0.8	350769	169600	月丁巳朔日有食之邾子	月丁巳朔日有食之赦天
KR2b0003 前漢紀-漢-荀悅	14	0.8571428571428571	360580	132882	有可以安國家利社稷者專之可也	有可以安國家定社稷專之可也宜
KR2b0003 前漢紀-漢-荀悅	10	0.8	362527	46810	未朔日有食之夏四月叔	未朔日有食之夏六月封
KR2b0003 前漢紀-漢-荀悅	11	0.8181818181818182	365189	56204	君命出境有可以安國家利	君命出境有可以安社稷利
KR2b0003 前漢紀-漢-荀悅	10	0.8	365193	132882	有可以安國家利社稷者	有可以安國家定社稷專
KR2b0003 前漢紀-漢-荀悅	10	0.9	365841	172157	冬十月丙辰朔日有食之	冬十月丙辰日有食之是
KR2b0003 前漢紀-漢-荀悅	19	0.8421052631578947	369171	2282	爲御龍氏在商爲豕韋氏在周為唐杜氏晉主夏	爲御龍氏在商爲豕韋氏在周爲唐杜氏其適晉
KR2b0003 前漢紀-漢-荀悅	12	0.8333333333333334	374974	114657	冬十有二月乙亥朔日有食之	冬十有二月乙酉朔日有蝕之
KR2b0003 前漢紀-漢-荀悅	10	0.8	379147	126123	二百四十二年之間列㑹	二百四十二年之間日蝕
KR2b0003 前漢紀-漢-荀悅	10	0.8	388798	47650	年冬十一月有星出于婺	年冬十一月有星孛于西
KR2b0003 前漢紀-漢-荀悅	10	0.8	396598	169600	月丁巳朔日有食之秋晉	月丁巳朔日有食之赦天
KR2b0003 前漢紀-漢-荀悅	11	0.8181818181818182	405160	114658	十有二月癸酉朔日有食之	十有二月乙酉朔日有蝕之
KR2b0003 前漢紀-漢-荀悅	10	0.9	407664	107377	功成名遂身退天之道又	功成名遂而身退天之道
KR2b0003 前漢紀-漢-荀悅	10	0.8	417666	51047	器與名不可以假人曹平	器與名不可以假人人君
KR2b0003 前漢紀-漢-荀悅	11	0.8181818181818182	419050	1572	可以興可以觀可以羣可以	可以興可以治可以動可以
KR2b0003 前漢紀-漢-荀悅	10	0.8	420390	153635	觀乎天文以察時變觀乎	觀乎天文以察時變昔秦
KR2b0003 前漢紀-漢-荀悅	14	0.8571428571428571	421759	23443	湯武革命順乎天而應乎人革之時	湯武革命順乎天而應乎人其斯之
KR2b0003 前漢紀-漢-荀悅	10	1.0	423271	28947	輔相天地之宜以左右民	輔相天地之宜以左右民
KR2b0003 前漢紀-漢-荀悅	10	1.0	423271	36401	輔相天地之宜以左右民	輔相天地之宜以左右民
KR2b0003 前漢紀-漢-荀悅	10	0.8	424346	180012	多識前言往行以畜其徳	多識前言徃行以畜其德
KR2b0003 前漢紀-漢-荀悅	10	0.9	427469	117251	曰飛龍在天利見大人何	曰飛龍在天利見大人詩
KR2b0003 前漢紀-漢-荀悅	10	0.8	429763	82098	參伍以變錯綜其數通其	參伍以變錯綜其數校之
KR2b0003 前漢紀-漢-荀悅	13	0.8461538461538461	430153	36411	備物致用立成噐以爲天下利莫	備物致用立象成器以爲天下利
KR2b0003 前漢紀-漢-荀悅	10	0.8	431014	137944	弧矢之利以威天下蓋取	弧矢之利以威天下後有
KR2b0003 前漢紀-漢-荀悅	11	0.9090909090909091	431666	69692	易曰鼎折足覆公餗其形渥	易曰鼎折足覆公餗其刑渥
KR2b0003 前漢紀-漢-荀悅	10	0.8	431666	167331	易曰鼎折足覆公餗其形	易曰鼎折足覆公餗喻三
KR2b0003 前漢紀-漢-荀悅	10	0.8	431666	178590	易曰鼎折足覆公餗其形	易曰鼎折足覆公餗言不
KR2b0003 前漢紀-漢-荀悅	11	0.8181818181818182	431786	88776	也易曰不遠復无祗悔元吉	也易曰不逺復無祗悔元吉
KR2b0003 前漢紀-漢-荀悅	12	0.8333333333333334	432411	31986	有天道焉有人道焉有地道焉	有天道焉有地道焉有人道焉
KR2b0003 前漢紀-漢-荀悅	12	0.8333333333333334	432411	79375	有天道焉有人道焉有地道焉	有天道焉有地道焉有人道焉
KR2b0003 前漢紀-漢-荀悅	10	0.8	432774	32233	窮理盡性以至於命昔者	窮理盡性以至於命其此
KR2b0003 前漢紀-漢-荀悅	30	0.8333333333333334	432799	143201	立天之道曰隂與陽立地之道曰柔與剛立人之道曰仁與義兼三才而兩之	立天之道曰隂與陽立地之道曰柔與剛立人之道曰仁與義隂陽之節在於
KR2b0003 前漢紀-漢-荀悅	10	0.8	445941	27304	齊人饋女樂孔子遂行然	齊人饋女樂而孔子行自
KR2b0003 前漢紀-漢-荀悅	10	0.8	446139	143360	何必讀書然後為學子曰	何必讀書然後爲學棘子
KR2b0003 前漢紀-漢-荀悅	12	0.8333333333333334	450476	177311	曰天生德於予桓魋其如予何	曰天生德於予漢兵其如予何
KR2b0003 前漢紀-漢-荀悅	10	0.9	452779	18187	曰天無二日土無二王家	曰天無二日土無二王皇
KR2b0003 前漢紀-漢-荀悅	25	0.84	460710	74598	寡人生於深宫之中長於婦人之手未嘗知哀未嘗知憂未嘗知	寡人生於深宫之中長於婦人之手未嘗知憂未嘗知懼信哉斯
KR2b0003 前漢紀-漢-荀悅	10	0.8	464477	125840	相維辟公天子穆穆奚取	相維辟公天子穆穆諸臣
KR2b0003 前漢紀-漢-荀悅	10	0.8	464503	127625	禮與其奢也寜儉喪與其	禮與其奢也寧儉事與其
KR2b0003 前漢紀-漢-荀悅	11	0.9090909090909091	465646	61372	鳥不至河不出圖吾已矣夫	鳥不至河不出圖吾巳矣夫
KR2b0003 前漢紀-漢-荀悅	15	1.0	468568	106334	季孫之憂不在顓臾而在蕭墻之内也	季孫之憂不在顓臾而在蕭墻之内也
KR2b0003 前漢紀-漢-荀悅	10	0.8	468604	162172	禮樂征伐自諸侯出自諸	禮樂征伐自諸侯出桓文
KR2b0003 前漢紀-漢-荀悅	10	0.9	468644	162129	天下有道則政不在大夫	天下有道政不在大夫百
KR2b0003 前漢紀-漢-荀悅	10	0.8	472934	153020	赫赫師尹民具爾瞻有國	赫赫師尹民具爾瞻宜申
KR2b0003 前漢紀-漢-荀悅	10	0.8	474004	18188	天無二日土無二王家無	天無二日土無二王皇帝
KR2b0003 前漢紀-漢-荀悅	32	0.84375	477930	26305	故婚姻之禮廢則夫婦之道苦而淫辟之罪多矣鄉飲酒之禮廢則長幼之序失而	故婚姻之禮廢則夫婦之道缺而淫僻之罪多鄊飲酒之禮廢則長㓜之序失而争
KR2b0003 前漢紀-漢-荀悅	10	0.8	477970	26343	之禮廢則臣子之恩薄而	之禮廢則骨肉之恩薄而
KR2b0003 前漢紀-漢-荀悅	21	0.8095238095238095	477981	26354	死忘生者衆矣聘覲之禮廢則君臣之位失諸侯之行	死忘生者衆矣朝覲之禮廢則君臣之位失而侵凌之
KR2b0003 前漢紀-漢-荀悅	10	1.0	481473	162426	子曰上失其道民散乆矣	子曰上失其道民散乆矣
KR2b0003 前漢紀-漢-荀悅	10	1.0	482290	151521	鼓鼙之聲則思將帥之臣	鼓鼙之聲則思將帥之臣
KR2b0003 前漢紀-漢-荀悅	12	0.8333333333333334	482610	117883	則畆益三斗不勤則損亦如之	則畆益三斗不勸損亦如之增
KR2b0003 前漢紀-漢-荀悅	10	0.8	488751	31433	上天之載無聲無臭至矣	上天之載無聲無臭其詳
KR2b0003 前漢紀-漢-荀悅	11	0.8181818181818182	492959	10542	車不得方軌騎不得比行深	車不得方軌騎不得成列行
KR2b0003 前漢紀-漢-荀悅	10	0.8	496588	119076	天無不覆地無不載吾以	天無不覆地無不載故盛
KR2b0003 前漢紀-漢-荀悅	16	0.875	512482	39882	見其生不忍見其死聞其聲不忍食其肉	見其生不忍其死聞其聲不食其肉故逺
KR2b0003 前漢紀-漢-荀悅	13	1.0	512764	25104	刑于寡妻至于兄弟以御于家邦	刑于寡妻至于兄弟以御于家邦
KR2b0003 前漢紀-漢-荀悅	10	0.8	517360	49161	此臣所以為大王患也誠	此臣所以爲大王患也夫
KR2b0003 前漢紀-漢-荀悅	10	0.8	518386	111560	雨我公田遂及我私惟助	雨我公田遂及我私下惠
KR2b0003 前漢紀-漢-荀悅	11	0.9090909090909091	541736	140776	殺人者不死而傷人者不刑	殺人者不死傷人者不刑罪
KR2b0003 前漢紀-漢-荀悅	20	0.95	541805	140802	不稱位能不稱官賞不當功罰不當罪不祥莫大焉	不稱位能不稱官賞不當功刑不當罪不祥莫大焉
KR2b0003 前漢紀-漢-荀悅	13	1.0	546208	25104	刑于寡妻至于兄弟以御于家邦	刑于寡妻至于兄弟以御于家邦
KR2a0019 陳書-唐-姚思廉	10	0.8	7	710	欽定四庫全書史部二皇	欽定四庫全書史部一陳
KR2a0019 陳書-唐-姚思廉	32	0.90625	902	2273	乾隆四十四年二月恭校上總纂官臣紀昀臣陸錫熊臣孫士毅總校官臣陸費墀	乾隆四十一年九月恭校上總纂官臣紀昀臣陸錫純臣孫士毅總校官臣陸費墀
KR2a0019 陳書-唐-姚思廉	10	0.8	24369	147586	罪疑惟輕功疑惟重與其	罪疑惟輕功疑惟重斯則
KR2a0019 陳書-唐-姚思廉	10	0.8	25575	26940	卷四欽定四庫全書皇王	卷四欽定四庫全書陳書
KR2a0019 陳書-唐-姚思廉	11	1.0	57721	110886	不知手之舞之足之蹈之也	不知手之舞之足之蹈之也
KR2a0019 陳書-唐-姚思廉	10	0.9	66889	64173	卷十一欽定四庫全書皇	卷十一欽定四庫全書陳
KR2a0019 陳書-唐-姚思廉	10	0.8	66890	142127	十一欽定四庫全書皇王	十一欽定四庫全書陳書
KR2a0019 陳書-唐-姚思廉	10	0.9	73505	70708	卷十三欽定四庫全書皇	卷十三欽定四庫全書陳
KR2a0019 陳書-唐-姚思廉	10	0.9	78895	73905	卷十四欽定四庫全書皇	卷十四欽定四庫全書陳
KR2a0019 陳書-唐-姚思廉	10	0.8	78896	107134	十四欽定四庫全書皇王	十四欽定四庫全書陳書
KR2a0019 陳書-唐-姚思廉	10	0.9	113728	85384	卷十八欽定四庫全書皇	卷十八欽定四庫全書陳
KR2a0019 陳書-唐-姚思廉	10	0.8	120678	131972	十九欽定四庫全書皇王	十九欽定四庫全書陳書
KR2a0019 陳書-唐-姚思廉	10	0.9	124451	93815	卷二十欽定四庫全書皇	卷二十欽定四庫全書陳
KR2a0019 陳書-唐-姚思廉	15	1.0	126134	43193	三夫人九嬪二十七世婦八十一御妻	三夫人九嬪二十七世婦八十一御妻
KR2a0019 陳書-唐-姚思廉	10	0.8	132087	64174	十一欽定四庫全書皇王	十一欽定四庫全書陳書
KR2a0019 陳書-唐-姚思廉	10	0.8	132087	142127	十一欽定四庫全書皇王	十一欽定四庫全書陳書
KR2a0019 陳書-唐-姚思廉	12	0.8333333333333334	137066	101016	卷二十二欽定四庫全書皇王	卷二十二考證欽定四庫全書
KR2a0019 陳書-唐-姚思廉	12	0.8333333333333334	142550	103023	卷二十三欽定四庫全書皇王	卷二十三考證欽定四庫全書
KR2a0019 陳書-唐-姚思廉	10	0.9	148152	107133	二十四欽定四庫全書皇	二十四欽定四庫全書陳
KR2a0019 陳書-唐-姚思廉	10	0.9	153439	146878	而不葬者唯主喪者不除	而不葬者唯主祭者不除
KR2a0019 陳書-唐-姚思廉	12	0.8333333333333334	153535	109229	卷二十五欽定四庫全書皇王	卷二十五考證欽定四庫全書
KR2a0019 陳書-唐-姚思廉	12	0.8333333333333334	157946	115267	卷二十六欽定四庫全書皇王	卷二十六考證欽定四庫全書
KR2a0019 陳書-唐-姚思廉	12	0.8333333333333334	163693	12720	與天地同和簡故與天地同節	與天地同和大禮與天地同節
KR2a0019 陳書-唐-姚思廉	12	0.8333333333333334	165096	120420	卷二十七欽定四庫全書皇王	卷二十七考證欽定四庫全書
KR2a0019 陳書-唐-姚思廉	12	0.8333333333333334	171480	128538	卷二十八欽定四庫全書皇王	卷二十八考證欽定四庫全書
KR2a0019 陳書-唐-姚思廉	10	0.8	172586	75262	宗子維城無俾城壊無獨	宗子維城無俾城壊又曰
KR2a0019 陳書-唐-姚思廉	10	1.0	175489	131970	卷二十九欽定四庫全書	卷二十九欽定四庫全書
KR2a0019 陳書-唐-姚思廉	10	0.8	181562	136997	三十欽定四庫全書皇王	三十欽定四庫全書陳書
